titles,links
祝贺！天大电气学子论文获评能源领域顶会IEEE PESGM 2023最佳论文！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051636&idx=2&sn=3bdfe3833d54c6ecaa73fe68019d2f64&chksm=bd71ff7c8a06766a4dedd1cc3d0ae80b0972a7f8974b9f7de520af50f97a06cecc9e88e04d3e#rd
变压器并列运行的意义是什么？需要什么条件进行？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051636&idx=3&sn=4e5213ba4d800ece1b741e30b080242f&chksm=bd71ff7c8a06766ad147471bec8dd66b0c0e874e8586686215623e3e4c1f1a4e43adfb5265d2#rd
如何指挥一场数据中心的“复调”演奏？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051623&idx=1&sn=8943f91e79f581f8dc559b45598e74bc&chksm=bd71ff6f8a06767990d9eaa9e2e47b0a587614aa898cf66c253f542a3bdb128dd6a7a91edc27#rd
国家能源局2023拟录用人员,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051623&idx=2&sn=0c78c3d62bcfa1458952eec01c6c9528&chksm=bd71ff6f8a0676794708a6f834cafc9c1811a90ac1e8358636a49931a32e2500819c444bb71e#rd
清华大学 张树卿：交直流电网系统和装备（超）实时仿真关键技术及应用,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051623&idx=3&sn=56f1995be1244d4c6c970c48151bb930&chksm=bd71ff6f8a067679341c531df4854fbaf89f5e90f60b1ab85e254e35dddc6b81d94e3818d10c#rd
国网各省份电力公司薪酬待遇详解,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051613&idx=1&sn=e7a34ca2be2f7e99e9d0e41fae492e04&chksm=bd71ff558a067643f273318fa7a106fcef9a3f69ac35a8a937cf49b2af47d564b18b7eb29bb2#rd
清华大学 张宁：低碳电力系统规划与碳排放流分析,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051613&idx=2&sn=6e5a08db3d3b13f68464bb5f1cfab3bb&chksm=bd71ff558a0676433de3715aa35e2c45b20ad42571b93d44edaf934fad77d48d2faa8ee8cedc#rd
强强联手 | 两所交大，分别与知名企业共建研究院/实验室！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051613&idx=3&sn=00c8c776230e1b07a20f6fa8bd41ecc0&chksm=bd71ff558a0676434f3e18ff1fa47203041fb321128762d4ba463809fc3f4309a1d85ca63a9e#rd
优秀！南京工程学院电力工程学院！电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051529&idx=1&sn=1104e395babf98281d70a5ddacb37f65&chksm=bd71ff018a0676178bf601ecc590d9b7911daa1a8cd36c84103f05dedcb3edfeb5293ef67503#rd
华北电力大学 王程：不确定环境下电-气综合能源系统运行优化,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051529&idx=2&sn=820923c6d98bbd8084e2cd2144f0f080&chksm=bd71ff018a06761708b083ea9fed66a7cee1fc354b692bcb64b0ae88aa9e460c3299150fa584#rd
西门子在M国压力下终止与中企合作,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051529&idx=3&sn=9fbb80800e01b407d10db1744c820bb3&chksm=bd71ff018a0676179a64292e2ab72ac5654344efd64a71abc00881fadf2e36771df7af9ec777#rd
每人18万元！电气工程15人获2023年中国博士后科学基金特别资助！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051515&idx=1&sn=3f3ef9807ee18918bbcfaf58e98d87b9&chksm=bd71fcf38a0675e56324640b08f3d21c8f4dc1cc7e3b11b1ac4d19e59642b5ff1e06c3fdf903#rd
配电网对地电压柔性调控理论与技术（PPT详解）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051515&idx=2&sn=838d961da50174a2257b49156b1b4414&chksm=bd71fcf38a0675e5f5baf4c44ef82dcfd9eb543a226b652441453d0c5be4c20cd96b99b944f7#rd
祝贺！东南大学团队获得电力电子领域顶级期刊IEEE TPEL 2022年度优秀论文一等奖,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051515&idx=3&sn=32ed331aae9e41299b1c851c5ca084bf&chksm=bd71fcf38a0675e5738b6b6a8410225f846d568469ecfff0948707c4413b7d3fc50eaf132f3c#rd
收藏！能源电力领域高质量科技期刊分级目录（2022版）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051502&idx=1&sn=01c2789420b4281b975bb6e73b34e817&chksm=bd71fce68a0675f0b4ec48ea85ff415f2412ddaa78924d048516be94981c47c27668e069f7d8#rd
新型电力系统面临5大问题（PPT详解）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051502&idx=2&sn=8c662bc96afe61bd27f5ea6f739f3bc4&chksm=bd71fce68a0675f06b95332278bb63781f1842af40bd3228bae8c8b2c748ec115c56b4289cbc#rd
祝贺！重庆大学电气学院研究成果荣获IEEE TPEL 2022年度优秀论文奖！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051502&idx=3&sn=0c0bba24101f0aaf30214365dfeb6f0d&chksm=bd71fce68a0675f0a2d591a403ba7fbc213d6d73f630c7fbee7116a84ad0447c664b59db9091#rd
ETAP让电力系统再加速，你要开始创造吗？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051482&idx=1&sn=bdcf2de910a73dca6f8d6897b1bbf38b&chksm=bd71fcd28a0675c456848dc15107cddf26eb481fb5e9589dcbb067c9989dcb6a43bb52d74858#rd
免费读研+直接入伍+军官待遇！海军工程大学“保研”夏令营等你来！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051482&idx=2&sn=ed58ee9fb5650007f0c09a6870854fb5&chksm=bd71fcd28a0675c4300c46385fbac6d163ca35bc2972b0354438802afa7d642d836ebd8fc8a5#rd
2023洞察 | 中国低压电器市场规模概览及未来趋势预测,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051482&idx=3&sn=3378a711fc5bf97b1ee4c0f321c3e5b0&chksm=bd71fcd28a0675c463e91cd21cee1dbfcdf3725ee568b21280597aa8ca8aa35c2aea4ce77a8e#rd
速看！南方电网总调和五省一市2023校园招聘录用人数统计！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051474&idx=1&sn=0fac29e91be28eaaf87e4b2915500086&chksm=bd71fcda8a0675ccf5a1a31851bd0da66d8e51f95e96ede31bbf7ac5df4bee2bf7e85405306c#rd
祝贺，全国仅48位！第五届“科学探索奖”名单揭晓！浙大电气学院丁一教授入选！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051474&idx=2&sn=120df7eda0bf3c635d8c3fb980b79951&chksm=bd71fcda8a0675ccfe3c17e0e9afa73879a39107d1f7e120a208e063d7fcc5e54df99d04dd7f#rd
这些概念还不知道？就别玩开关电源,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051474&idx=3&sn=792b8f305254d843e3a1f0adf28ebdc5&chksm=bd71fcda8a0675cc3daf3b62e9f1d5a35b178e477c82afe65dadd1f24e13ec62b898c5d90422#rd
收藏！电气工程领域高质量科技期刊分级目录（2022版）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051449&idx=1&sn=3b13c1c5b2a885680883094fb0999257&chksm=bd71fcb18a0675a70890e27843991c17050728cf5a436c33da0822fdcf8f2ce360c156807525#rd
智能小区配电系统电能质量改善技术探讨,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051449&idx=2&sn=c5358c8dbbbd03621d6bcffbd72bb20c&chksm=bd71fcb18a0675a7b4dbc311f5b1b20997a1bdcb1de03382ba4e32cc0da30747de22bb54258b#rd
深切缅怀 | 电气领域两位老教授逝世,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051449&idx=3&sn=f92dccac0973cf0cf048c3b1c1e7dd4d&chksm=bd71fcb18a0675a79036e7d22d9a300f3cd640d794e264a57648dd94e756e3fb7facd88dc980#rd
"【暑假活动】带上Fluke iSee, 探索不一样的温度世界",http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051439&idx=1&sn=b5fb35574e7fc1819551c7e762909880&chksm=bd71fca78a0675b1d47b728c8ff0d2235cc95f4c9752cc39558533ffd423188ecf5d9680cc5c#rd
祝贺！西安交大电气博士生在国际真空放电及电气绝缘国际会议斩获多个奖项！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051439&idx=2&sn=9255a9659c70ccb5663d740e1de34e14&chksm=bd71fca78a0675b1a28ab6ddef60247b58d9a89ed2dd2767d43ea1a0e0373b214b3055b0a052#rd
变压器并列运行的意义是什么？需要什么条件进行？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051439&idx=3&sn=828f387223db2e72612d13309a36f761&chksm=bd71fca78a0675b13ba50ca0d3d349cb0c2531086983f5d8f85bf65b2ad7b39934b522fa40fb#rd
日立能源校园大使招募计划正式启动！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051431&idx=1&sn=6b0dde4dbdefed637a5bac593d089de2&chksm=bd71fcaf8a0675b9ee9c36a6791f485ee224347c387ab9e7bdd63aa685e0dfa8f42b9999cf0a#rd
变频电源及应用产业和技术发展路线图,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051431&idx=2&sn=71c95678098f22775faa94ebaa4f1518&chksm=bd71fcaf8a0675b9739e407a0106d64f3f26a06b09b219766548ac4582fbbe9a9cf4aa1b9895#rd
明明硬件比软件难，但为什么硬件工程师待遇还不如软件？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051431&idx=3&sn=c4245a3eab27641f130a846d8fb6dd43&chksm=bd71fcaf8a0675b94da7e61c093c15abf84db8f8c685b4ed2473eab6a535ca3ab05593baf85f#rd
夏季用电需谨记：低于这个“安全距离”，漏电保护不能少,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051334&idx=1&sn=6efb8fc347222eb7b672dc2cf437a07b&chksm=bd71fc4e8a067558d7c8bd4cc866a2da265078f2da77a238276ea75d483d243f463b5721d851#rd
祝贺！IEEE TPEL国际电力电子领域最具影响力的学术期刊2022年度论文奖！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051334&idx=2&sn=37b51ee16e764eeeb57817bbad51774d&chksm=bd71fc4e8a067558d3ed7a32e142ce0f088e0620325d610cfdcc5ea9297b3721d09c6dcbc855#rd
配电网分级保护应用实践与探索,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051334&idx=3&sn=7e524100dc5206337537f12260e41915&chksm=bd71fc4e8a067558b13cd54946f44fd14929eedf47d8be00657b930580ad54240ad7ef4e74c3#rd
学科评估A+，名校电气毕业生就业去向出炉！电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051311&idx=1&sn=781c1cd0da5368ca1c89b80309f2c35e&chksm=bd71fc278a067531d30a6f1e61d614b1ec8e01c241b3cde021ce9c14cc3316f3a24202d5b227#rd
嵌入式直流在新型电力系统的创新实践与思考,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051311&idx=2&sn=c7180997250a92c0ee4f1470336c6aa1&chksm=bd71fc278a0675313fc74995ed56e97f1e872d25a2ad3c02be5bba25aff11a0da03442fd7dd8#rd
中央最新要求：深化电力体制改革,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051311&idx=3&sn=122e9c4751c1da6c843d55874f1d5bdb&chksm=bd71fc278a0675317d377aeb647a0eafe308d5fdd43e84a7d7645b90422a5fbd10739ba0c57d#rd
“电气”中的“气”该如何理解？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051212&idx=1&sn=ed049b9f1d019ae7045d850e55772c25&chksm=bd71fdc48a0674d20767302387d5ba440b69314e77ea1c93e5d22b4c626b4bbfe2e01573ba3f#rd
中国电科院：电力电缆专业发展与新技术动态,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051212&idx=2&sn=ddd2551a621cffe7c4a7ec85357c400b&chksm=bd71fdc48a0674d20a5cc9f2edeb24664db04cbe2f670b5a7d84aa3b8254c35704b4a5cfb0b6#rd
优秀！电气学子，超凡超凡，超越不凡！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051212&idx=3&sn=e3595e6caa437793ed2be478ba2239f9&chksm=bd71fdc48a0674d24ee8416b0a207e496aaac45cfa41a7baa8bd49d27a451d468fb479a1a1f2#rd
offer比较：985电气硕士，不去电网，5个offer，年薪30-50w，怎么选？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051176&idx=1&sn=742435f505224f23748ffbe46eddac8c&chksm=bd71fda08a0674b61f6ca46f3e6c1a82442d401ee44c9072a8ec7e45a248fe63d865cb13eb44#rd
LDO基础知识，看这一篇！| 电力电子,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051176&idx=2&sn=0c27402f5622802a6a6ff4a3a5950256&chksm=bd71fda08a0674b6ff3ffd2fed68eca043e934e7a71890b742c2b31aeae23146532b33c6b537#rd
祝贺！西南交通大学电气学院刘志刚、李奇两位教授获奖！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051176&idx=3&sn=4b78b9490faceac8863c72ab121add89&chksm=bd71fda08a0674b696a967df41cdf417d6b1bffedf6ea47683ac7af2520aeedbc7b4c230eaed#rd
值得收藏！电气工程第一轮(2002年)至第五轮(2022年)教育部学科评估排名！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051121&idx=1&sn=75ad750821fe111e55141da273c2d669&chksm=bd71fd798a06746f7bbad468928c4d3efbd5d34323076db115bf690fc039cb91a792c063cda5#rd
MOS管基础知识,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051121&idx=2&sn=c65737cfe3d444445488089bf87bc5fb&chksm=bd71fd798a06746f1e893067e9665a8da20b00a35306b37c21444798c039ee8756f25a282959#rd
中国新能源汽车充电桩市场发展浅析,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051121&idx=3&sn=5aec9824c73349c274b4797fa00fbe6a&chksm=bd71fd798a06746f4bf1636b495a461c09b5fd9d54618aa4f4ef2dc6156815602058f45e3aac#rd
速看！2023中国大学电气类专业排名出炉！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051098&idx=1&sn=92472775c59e98d03c38ce08606edcdb&chksm=bd71fd528a067444e99d2fa4d5541c70cfa449ace45b167ecc4c928d4f93db994c2f701f8692#rd
这个电路方案已经出货100K以上了，品质很稳定，客户希望我们抄板......,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051098&idx=2&sn=ac214630048d1eac9b21df59fed42bb6&chksm=bd71fd528a06744457cadcb3227b8a211f2112bde45fd355caaec87374312ad434660ed287c1#rd
全国排名第一的学校，电气研究生可以上哪些课？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051098&idx=3&sn=924469cb63a59cc1c0c2c0cdfe737877&chksm=bd71fd528a067444f7bb2d3dab0acce53fc7faed85dc28a4ddb75f87ef57498c42c4de37f5b3#rd
本科毕业去哪儿？直接就业约45%，全国Top3电气名校数据出炉，电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051077&idx=1&sn=f9ded173ef36f2195a779961ce8ebc2e&chksm=bd71fd4d8a06745b9dd69f16636376b2d3c36b3a9c03c84a8376ca44abc84d0e3bb108d9a568#rd
收藏！DC-DC芯片PCB布局及注意事项,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051077&idx=2&sn=681c7e5aa4a27635888716c47c7db107&chksm=bd71fd4d8a06745bd1be0eae7bb6153b70c208d73fee88afb7d5ffe259e67be3b5be83d1d3d3#rd
虚拟电厂是个什么产品？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051077&idx=3&sn=1118fbe4377c07d5f1246dcd71c160da&chksm=bd71fd4d8a06745b27e08e313d15d234c3dfb9d6c907471d98a38bb3a75eae0d7c2384e14296#rd
名单公布！新增22所高校通过电气工程专业认证，进入全球工程教育“第一方阵”！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051061&idx=1&sn=0f3e5d3f49de8692183bfe89eed7d7e4&chksm=bd71fd3d8a06742bf50d2fd27326e3475b85ab0fa306a0ffab4423df13c68219e00a078a65dc#rd
双电源供电与双回路供电的区别是什么？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051061&idx=2&sn=16dfbcf7ef3214b61f8387807b17b2fd&chksm=bd71fd3d8a06742bca833309ed0cbedacb326f259bdb54aa43ff4efbe5dae83f8888c943cb40#rd
西安交大电气学院工企教研室（电力电子与双控）有多强？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051061&idx=3&sn=e405f3ffdf754fd57c1ecb998ed08782&chksm=bd71fd3d8a06742b849575b982126997d576ff4aa53c8f49d330097e768047382fed13e11319#rd
2023国际数字能源展 | 看，关于未来电网的N种创新之道！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051041&idx=1&sn=e68b19cb0caa0aa9419ac0c36f7fecc0&chksm=bd71fd298a06743f830b11b8bf824afe9996860de481bc3cacb9153241c41364ebfef4b8f180#rd
祝贺！电源学报2022年度优秀论文及优秀审稿人名单出炉！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051041&idx=2&sn=52e01ba1fe367ced76d7036aef8a3eaf&chksm=bd71fd298a06743fd8d83b83cbd3c115d6cd0c8e89b50a3b01643eda26048e057215bdf0b4a9#rd
断路器及断路器控制回路详解,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051041&idx=3&sn=c5c445d3f34ef7f1a07fa69a188a6431&chksm=bd71fd298a06743fd29a4e9fd7f2d6374df43c72161e2c06dd0c5c70365200ce92d282b5b5a0#rd
重磅！电气和电子工程领域SCI收录期刊影响因子公布（2022JCR）,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051032&idx=1&sn=9429db01bc4ac246a6b7faf081acbdf1&chksm=bd71fd108a067406d90e70e3831bd3f8017352f053597baf1a6e6fc9438790ce27cebe5bec8b#rd
新能源汽车电磁安全性能验证方案,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051032&idx=2&sn=b50cfb19a52e73d69108cd5df519f2cf&chksm=bd71fd108a067406246a59ce4dc21ac0bee54b5ce921a434d54054b155ddc938bc07737cedbf#rd
泛955公司名单2023版,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051032&idx=3&sn=90adc3f20bf2ddd30407f0b641a59de7&chksm=bd71fd108a067406a22282d77a8b5b553c98d270ad6aba88fb5d274557ce637b6688f59a9e16#rd
【2023年下半年EI会议推荐】智能电网、电力系统、电气、能源、计算机等多领域学术会议征稿！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051007&idx=1&sn=e26e35d0ed3f928cfd665a2581a68bfe&chksm=bd71faf78a0673e1382d49d21af43d00580f9894ccdd3f2740dfe5f4f666aa222aa65b1ec344#rd
相同的分数不同的命运，是你你会如何选择？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051007&idx=2&sn=0763c14ac938381ad9a6dfcfcae9487c&chksm=bd71faf78a0673e1191b3a707dcf9e1699b0ca2c6c4b4de59fee8b1e8c0d6b191f8c521d1f8c#rd
某国企电气试题150道，你会多少？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651051007&idx=3&sn=a0d2437f4e2a7306443429c0e54e75b1&chksm=bd71faf78a0673e103111db88a6c0baedb7da2a331cd2aa742593b1df20680c6c70b2ab05276#rd
2023清华大学电气本硕博毕业去向统计出炉！电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050999&idx=1&sn=4b3860aa00d9b44ca0720e6fbf8ddb2b&chksm=bd71faff8a0673e975e701049fb5bbae89dcb9d081c1e5374f8de5c5a6e5fabed659b27b2c07#rd
史上最全的电力学公式及电工图,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050999&idx=2&sn=581794becc14a7352a49cee42a03c186&chksm=bd71faff8a0673e9f05762108e6400ce21464fa0556fddcd0d86c0b003880d31cb60a9fa5a6e#rd
老牌电气名校，双一流可报！重庆大学2023电气夏令营开营通知,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050999&idx=3&sn=531b0e3a4870016b381525d303d41aa2&chksm=bd71faff8a0673e9bf19485df727051a47c19e77750c591345acab6f41e28e25d656b537443b#rd
【评论有礼】看同行案例，同步升级您的温湿度监测方案,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050987&idx=1&sn=82f5dc0a0badd31d18bb17c66cd93b36&chksm=bd71fae38a0673f5bc7eae6de0a02564767a2b62d117ac7e1fa7e5bffed9683de6d95a6feaa5#rd
西安交大电气绝缘方向博士毕业去向！电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050987&idx=2&sn=7b5ba78c009e2c17d0547b32fb006ac0&chksm=bd71fae38a0673f5278c13e917d2a0678c041c194ea2bbcba9251cfddb76d8fcff9a118d2d51#rd
数据驱动的电网前瞻优化调度,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050987&idx=3&sn=49837667c29fef0433d74c984edb6555&chksm=bd71fae38a0673f52ab033ff667f9ce2c828190b676a49b96c6f265f0019f139c8dfd4fcab22#rd
就业风向标，A+名校电气硕士毕业去向统计出炉！电气毕业去哪儿？,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050951&idx=1&sn=33fa6d3818c6ce2c83948681a19d7c60&chksm=bd71facf8a0673d97df87a5a87f1eb1e58a0edb97e782684e8f9330f1c47afc917814148a09f#rd
高频率高密度功率变换技术初探,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050951&idx=2&sn=d91467018e2138cc15954a3ffe4bda93&chksm=bd71facf8a0673d9ad4df92898ce0ed74726b8890b63c771c5b10ea63eb724a0e457b1215bdc#rd
天津大学电气转专业公示，转入人数逐年递减,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050951&idx=3&sn=adc21e888a634e8fe97a77312dc2c8cd&chksm=bd71facf8a0673d91bbb353706cd07bbe8b699af7d58059a4877468cc451c2471f7b59cae692#rd
日立能源2023年暑期实习生招募正式启动！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050943&idx=1&sn=3e98aa514adde6caa292fc8803448365&chksm=bd71fab78a0673a170e33ebccae7f3fde2f3639e7a5c72d55d38c63badae8b63521f132865e6#rd
每人8万元！电气工程38人拟获中国博士后科学基金资助！,http://mp.weixin.qq.com/s?__biz=MjM5NDUyMTE5MQ==&mid=2651050943&idx=2&sn=4ae3a74bc9020aa6d1fd475606b04360&chksm=bd71fab78a0673a10048507a2254d20022ec3eec64cf6b4cf7c6ecc3f98d64226fb8d0764584#rd
